,Référence Chantier,Code postal arrondissement - Commune,Date début du chantier,Date fin du chantier,Responsable du chantier,Maîtrise d'ouvrage principale,Surface (m2),Synthèse - Nature du chantier,Encombrement espace public,Impact stationnement,Identifiant demande CITE,Identifiant Chantier CITE,geo_shape,geo_point_2d,forme_geo
48,EC305104,75010,2023-01-16,2023-04-16,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,20.82,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,736540,201622,"{""coordinates"": [[[2.364175034354479, 48.8804166851305], [2.364380091242916, 48.880585800438126], [2.3643884312488885, 48.8805812914064], [2.364185451019766, 48.8804117311807], [2.364175034354479, 48.8804166851305]]], ""type"": ""Polygon""}","48.8804964328289, 2.3642793043942727",pentagone
49,EC305337,75012,2022-11-07,2023-12-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,27.87,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,ZONE_LIVRAISON,737338,201762,"{""coordinates"": [[[2.3805387826318958, 48.84555109728723], [2.3805636813624274, 48.84556044732036], [2.3807339180729294, 48.845488469882326], [2.380721662090816, 48.84547474520014], [2.3805387826318958, 48.84555109728723]]], ""type"": ""Polygon""}","48.845518925086495, 2.380638695991",pentagone
50,EC305530,75013,2022-10-25,2023-06-02,Opérateurs de réseau (gaz-électricité-RATP-etc),CPCU,57.01,Travaux sur réseau de chauffage urbain,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,737987,201875,"{""coordinates"": [[[2.3438361794548643, 48.82989771200673], [2.343851092628604, 48.829877301601016], [2.343774303794031, 48.829744820773215], [2.343748532699126, 48.82973727931928], [2.3437336338578496, 48.829756551186435], [2.34380786591519, 48.82988674169698], [2.3438361794548643, 48.82989771200673]]], ""type"": ""Polygon""}","48.829817299096476, 2.3437923300610626",heptagone
51,EC305726,75020,2023-01-17,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,10.17,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,738325,201995,"{""coordinates"": [[[2.391483530636806, 48.870099616406755], [2.391461775722417, 48.87018921193402], [2.3914755675529005, 48.87019042061212], [2.391496974897052, 48.87010105084778], [2.391483530636806, 48.870099616406755]]], ""type"": ""Polygon""}","48.87014523147308, 2.391479421161674",pentagone
52,EC306070,75018,2023-01-02,2023-04-21,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,18.15,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,739574,202230,"{""coordinates"": [[[2.3279941653836067, 48.89121212988716], [2.3279983831250233, 48.89122781710503], [2.328133880726441, 48.89121619192562], [2.328129673719744, 48.89119977542006], [2.3279941653836067, 48.89121212988716]]], ""type"": ""Polygon""}","48.89121393232774, 2.328064525959661",pentagone
53,EC306349,75017,2023-02-27,2023-06-30,Opérateurs de réseau (gaz-électricité-RATP-etc),FRAICHEUR DE PARIS,67.52,,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,741644,202417,"{""coordinates"": [[[2.3057310888843006, 48.88354034209462], [2.3054208960482865, 48.88360563234376], [2.305428102631278, 48.88361751298073], [2.3054560780609337, 48.883625264749156], [2.3057422598987554, 48.8835656026064], [2.3057310888843006, 48.88354034209462]]], ""type"": ""Polygon""}","48.88358448031698, 2.305585411767197",hexagone
54,EC306461,75010,2023-01-09,2023-04-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,16.96,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,734068,201410,"{""coordinates"": [[[2.353687745381042, 48.87297825633009], [2.353584116316581, 48.873012759232374], [2.3535949567300385, 48.8730292109003], [2.35369858582005, 48.872994707989115], [2.353687745381042, 48.87297825633009]]], ""type"": ""Polygon""}","48.87300373361336, 2.353641351061982",pentagone
55,EC306528,75014,2023-01-09,2023-03-31,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,4.35,Travaux sur réseau électrique,EMPRISE_TROTTOIR,,742287,202534,"{""coordinates"": [[[2.3181765189700636, 48.83489104549236], [2.3181406285579813, 48.83491907487988], [2.318151580908267, 48.83492551206382], [2.3181874786214887, 48.83489702853196], [2.3181765189700636, 48.83489104549236]]], ""type"": ""Polygon""}","48.83490824129471, 2.3181639699626735",pentagone
56,EC306599,75017,2022-11-21,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,21.93,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,742410,202571,"{""coordinates"": [[[2.312202518933313, 48.8812772503957], [2.3121850122556933, 48.88126400783671], [2.3120860352594805, 48.88134173795501], [2.312108061210279, 48.88135278603658], [2.312202518933313, 48.8812772503957]]], ""type"": ""Polygon""}","48.88130922695401, 2.3121449449093237",pentagone
57,EC306800,75014,2023-02-06,2023-03-30,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,5.36,Travaux sur réseau de gaz,EMPRISE_CHAUSSEE,,743136,202714,"{""coordinates"": [[[2.323379741281417, 48.83960517578809], [2.3233597639336776, 48.83964646067893], [2.3233741553331466, 48.839649026136975], [2.323394771472972, 48.839606917438786], [2.323379741281417, 48.83960517578809]]], ""type"": ""Polygon""}","48.83962684626625, 2.3233771587021965",pentagone
58,EC307346,75002,2023-01-09,2024-06-06,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,61.77,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",ZONE_LIVRAISON,744784,203095,"{""coordinates"": [[[2.3484862877970896, 48.86782018549086], [2.348586557073083, 48.86766190107986], [2.3485706674001063, 48.86765197848869], [2.3485182683663273, 48.86769140105567], [2.348441138927416, 48.86780973937734], [2.3484862877970896, 48.86782018549086]]], ""type"": ""Polygon""}","48.86774025729869, 2.3485128222781935",hexagone
59,EC307642,75017,2022-11-02,2023-07-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,6.35,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,746745,203278,"{""coordinates"": [[[2.3133098116173705, 48.886562252402236], [2.313345002203919, 48.88654086309326], [2.3133278949844938, 48.88652912764742], [2.3132927043988496, 48.8865505169516], [2.3133098116173705, 48.886562252402236]]], ""type"": ""Polygon""}","48.88654569002409, 2.313318853300765",pentagone
60,EC307754,75010,2022-11-21,2023-05-20,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,20.24,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,ZONE_LIVRAISON,747304,203359,"{""coordinates"": [[[2.3555694223821173, 48.87473466353378], [2.3555950863659163, 48.87472822304857], [2.355541703879447, 48.874644787540454], [2.3555163047811796, 48.87465186077466], [2.3555694223821173, 48.87473466353378]]], ""type"": ""Polygon""}","48.874689847065845, 2.3555556238580793",pentagone
61,EC308129,75016,2023-01-06,2023-06-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,18.04,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,,742575,202631,"{""coordinates"": [[[2.2616373276933057, 48.847114742827706], [2.2616605852811698, 48.84710942180334], [2.2616051081717954, 48.84702693025083], [2.2615821836626226, 48.84703298180845], [2.2616373276933057, 48.847114742827706]]], ""type"": ""Polygon""}","48.847070974749464, 2.26162129032258",pentagone
62,EC308210,75007,2022-11-07,2023-04-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,29.78,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,737474,201817,"{""coordinates"": [[[2.300473851850307, 48.86081352134659], [2.3006592212890324, 48.860844272607345], [2.300666781065884, 48.8608263782954], [2.300479683927308, 48.86079446667434], [2.300473851850307, 48.86081352134659]]], ""type"": ""Polygon""}","48.86081952714446, 2.3005692020023303",pentagone
63,EC308305,75020,2022-11-21,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,18.16,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,749094,203707,"{""coordinates"": [[[2.397134342306388, 48.85460971666146], [2.3970090095021686, 48.85457417421606], [2.396999633646274, 48.854589305276875], [2.397125349415182, 48.85462485056023], [2.397134342306388, 48.85460971666146]]], ""type"": ""Polygon""}","48.85459949733745, 2.397067019422955",pentagone
64,EC308424,75017,2022-11-07,2023-04-03,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,53.32,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,749703,203791,"{""coordinates"": [[[2.3247438822110356, 48.88373503284225], [2.3244657412829053, 48.88367907402646], [2.3244558607883943, 48.883701533048196], [2.3247252157729035, 48.88375465890009], [2.3247438822110356, 48.88373503284225]]], ""type"": ""Polygon""}","48.88371730831283, 2.3245966822460424",pentagone
65,EC308646,75012,2023-01-02,2023-04-10,Opérateurs de réseau (gaz-électricité-RATP-etc),CPCU,190.07,Travaux sur réseau de chauffage urbain,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,752571,203906,"{""coordinates"": [[[2.383318346400767, 48.84294525602973], [2.383273887886705, 48.84297098325091], [2.383268822152498, 48.84299099306269], [2.383516216371042, 48.84318989880328], [2.3835681603372154, 48.84317286280279], [2.3835849435430245, 48.84315382351062], [2.383318346400767, 48.84294525602973]]], ""type"": ""Polygon""}","48.84307073383396, 2.383423509812155",heptagone
66,EC308767,75003,2023-01-09,2023-05-26,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,21.33,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,752838,203987,"{""coordinates"": [[[2.3568333129323364, 48.861880377761985], [2.356662996620198, 48.86195186599425], [2.356672865865422, 48.86196307544026], [2.3568431822006635, 48.86189158719468], [2.3568333129323364, 48.861880377761985]]], ""type"": ""Polygon""}","48.86192172659934, 2.356753089401433",pentagone
67,EC308849,75020,2022-11-21,2023-03-21,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,20.76,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,748911,203663,"{""coordinates"": [[[2.4082588601391746, 48.854611477553895], [2.408267698573046, 48.854592737484644], [2.408202340721551, 48.85457533834134], [2.4081516387552435, 48.85455858004136], [2.408138475472387, 48.85457843728521], [2.4082588601391746, 48.854611477553895]]], ""type"": ""Polygon""}","48.854585456407996, 2.4082029405971386",hexagone
68,EC308864,75006,2023-01-03,2024-03-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,8.93,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,713165,203025,"{""coordinates"": [[[2.3420159629232815, 48.851527652962936], [2.341970812330961, 48.8515171582939], [2.3419649222524432, 48.85153960980631], [2.3419932938758, 48.85154688154438], [2.3420218393698122, 48.85154049211154], [2.3420159629232815, 48.851527652962936]]], ""type"": ""Polygon""}","48.85153323653879, 2.3419912131021596",hexagone
69,EC309290,75013,2023-03-27,2023-05-19,Ville de Paris (Tvx sur espace ou édifice public),Ville de Paris (autres),371.39,Travaux sur édifice public (VdP*),EMPRISE_TROTTOIR,,756260,204374,"{""coordinates"": [[[2.3615881972476758, 48.83325873269588], [2.3613756382710043, 48.833410769493945], [2.361595259280309, 48.8335013616944], [2.3617325230106223, 48.8333530616331], [2.361721662672934, 48.833318229573], [2.3615881972476758, 48.83325873269588]]], ""type"": ""Polygon""}","48.83337949551814, 2.361571690383345",hexagone
70,EC309294,75009,2022-12-01,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,32.34,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,"STATIONNEMENT_PAYANT,ZONE_LIVRAISON",743860,202889,"{""coordinates"": [[[2.3286322372165924, 48.88220133083323], [2.328504099394569, 48.88223294231757], [2.3285396762720416, 48.882258186466395], [2.3286393916943053, 48.88223552310714], [2.3286322372165924, 48.88220133083323]]], ""type"": ""Polygon""}","48.88223120728231, 2.3285789800858683",pentagone
71,EC309296,75008,2023-01-02,2025-03-15,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,104.4,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",STATIONNEMENT_PAYANT,756275,204377,"{""coordinates"": [[[2.300784096631206, 48.8683162464089], [2.300792189141629, 48.86825345992935], [2.3006445658980623, 48.868177530770616], [2.3005582655036503, 48.86820436212346], [2.300784096631206, 48.8683162464089]]], ""type"": ""Polygon""}","48.86823903181656, 2.3006924144967655",pentagone
72,EC309330,75013,2022-11-30,2023-03-23,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,58.42,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,720408,199709,"{""coordinates"": [[[2.3673814831203996, 48.82527766902983], [2.3672142003846517, 48.82558600525524], [2.3672015148642807, 48.82561047936927], [2.3672204568068675, 48.825614942466125], [2.367400431570114, 48.825281587113246], [2.3673814831203996, 48.82527766902983]]], ""type"": ""Polygon""}","48.825447119240515, 2.3673003230120715",hexagone
73,EC309524,75011,2022-11-28,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,22.57,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,757048,204552,"{""coordinates"": [[[2.3700659636435595, 48.86395984905703], [2.370127147808231, 48.86392283123897], [2.3700911950756365, 48.86389941826508], [2.3700300150271567, 48.863936208553255], [2.3700659636435595, 48.86395984905703]]], ""type"": ""Polygon""}","48.86392959795279, 2.37007856397424",pentagone
74,EC310184,75020,2022-07-04,2023-03-31,Ville de Paris (Tvx sur espace ou édifice public),Direction de la Voirie et des Déplacements,2347.1,Aménagement de voirie (VdP*),"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,760938,204952,"{""coordinates"": [[[2.400525160463974, 48.86434133394979], [2.4005274135025254, 48.86414553989573], [2.4005781862573827, 48.86393177447951], [2.4006225336268217, 48.86391651353461], [2.400553039357982, 48.8638378436732], [2.3998488120600605, 48.864098423736124], [2.3997743803810625, 48.86408894374118], [2.3993430107761733, 48.8640294033902], [2.3993042056218394, 48.864042869614636], [2.3992579309272273, 48.86410547788857], [2.399268699901796, 48.86412921068837], [2.3994961016146994, 48.86416040517884], [2.4003381305337146, 48.86428028955284], [2.40035022839494, 48.86430858226872], [2.4002472797783168, 48.86437819159067], [2.400270608382348, 48.864390148312275], [2.4004486257494486, 48.86439468346547], [2.400525160463974, 48.86434133394979]]], ""type"": ""Polygon""}","48.86412026547264, 2.4001289085533077",autre
75,EC310517,75015,2022-12-15,2024-02-29,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,229.59,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,761931,205199,"{""coordinates"": [[[2.292669134236951, 48.8541118698504], [2.2927008730763094, 48.85416305921547], [2.292737960798285, 48.85417602865193], [2.2930253947951416, 48.85409803777954], [2.2930465029401064, 48.85406810771505], [2.2930168338441232, 48.85401693156744], [2.292669134236951, 48.8541118698504]]], ""type"": ""Polygon""}","48.85409951289683, 2.2928635456603144",heptagone
76,EC310696,75017,2022-12-05,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,18.33,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,762619,205315,"{""coordinates"": [[[2.289021664532836, 48.88286203073282], [2.2891146237585955, 48.88279604985312], [2.2890967521093004, 48.882784559939935], [2.2890037928815086, 48.882850540806444], [2.289021664532836, 48.88286203073282]]], ""type"": ""Polygon""}","48.882823295336486, 2.2890592083160124",pentagone
77,EC310860,75004,2023-01-09,2023-04-06,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,7.19,Travaux sur réseau électrique,EMPRISE_CHAUSSEE,,763313,205416,"{""coordinates"": [[[2.3590147238264074, 48.85735174870399], [2.359034680052346, 48.85735640900762], [2.3589788629350514, 48.857293724808386], [2.3589677775965567, 48.85729730869202], [2.3590147238264074, 48.85735174870399]]], ""type"": ""Polygon""}","48.857325335117864, 2.358999657822671",pentagone
78,EC310869,75004,2023-01-09,2023-04-06,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,47.77,Travaux sur réseau électrique,EMPRISE_CHAUSSEE,,763313,205416,"{""coordinates"": [[[2.3579162318484306, 48.8578998122422], [2.358056740108292, 48.85783795336295], [2.3581781325557825, 48.85778737575882], [2.358324466741968, 48.85772873510478], [2.3583889344969804, 48.85770540180396], [2.358401268778593, 48.85771252603302], [2.358411678640938, 48.857707800903555], [2.35839007544905, 48.857696756177305], [2.358295464324577, 48.85773017322971], [2.3581460198637396, 48.857789253135884], [2.357995509882626, 48.85785060249215], [2.3578980401904426, 48.85789197392835], [2.357907906128459, 48.85790341083393], [2.3579162318484306, 48.8578998122422]]], ""type"": ""Polygon""}","48.85780367537466, 2.3581288366697533",autre
79,EC310890,75020,2023-01-09,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,11.3,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,742313,202553,"{""coordinates"": [[[2.380214153459096, 48.871344873546946], [2.3803033312009183, 48.87136864967262], [2.3803123396332566, 48.871354125258826], [2.3802275441049168, 48.8713332856806], [2.380214153459096, 48.871344873546946]]], ""type"": ""Polygon""}","48.871350515856264, 2.380265106368524",pentagone
